Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2016-10-20 12:00 AM,,,,,,,,,,,20,,
2016-10-22 12:00 AM,19,,,,,,,,,,20,,
2016-10-24 12:00 AM,38,,,,,,,,,,20,,
2016-10-26 12:00 AM,44,11,,,,,,,,,20,,
2016-10-28 12:00 AM,52,23,3,,,,,,,,20,,
2016-10-30 12:00 AM,41,25,18,,,,,,,,20,,
2016-11-01 12:00 AM,38,21,29,,,,,,,,20,,
2016-11-03 12:00 AM,58,10,33,,,,,,,,20,,
2016-11-05 12:00 AM,38,14,24,8,,,,,,,20,,
2016-11-07 12:00 AM,34,11,18,11,4,,,,,,20,,
2016-11-09 12:00 AM,39,13,27,4,11,,,,,,20,,
2016-11-11 12:00 AM,30,6,20,8,10,2,,,,,20,,
2016-11-13 12:00 AM,27,6,17,9,12,5,,,,,20,,
2016-11-15 12:00 AM,23,8,13,7,10,9,,,,,20,,
2016-11-17 12:00 AM,12,13,9,9,9,12,,,,,20,,
2016-11-19 12:00 AM,20,10,8,5,9,18,,,,,20,,
2016-11-21 12:00 AM,21,7,13,4,7,17,,2,,,20,,
2016-11-23 12:00 AM,22,7,13,6,6,16,2,3,,,20,,
2016-11-25 12:00 AM,27,6,14,5,5,17,2,4,,,20,1,145
2016-11-27 12:00 AM,17,9,11,4,7,13,4,7,,,20,,
2016-11-29 12:00 AM,15,10,14,4,7,10,5,5,1,3,20,2,"94, 72"
2016-12-01 12:00 AM,13,10,13,5,3,11,6,5,1,1,20,4,"63, 44, 37, 88"
2016-12-03 12:00 AM,15,11,9,7,3,12,5,2,1,2,,,
2016-12-05 12:00 AM,53,4,18,5,3,11,4,3,3,1,,,
2016-12-07 12:00 AM,31,5,17,2,6,10,3,2,1,1,,2,"43, 256"
2016-12-09 12:00 AM,29,12,14,5,5,8,4,2,,,,,
2016-12-11 12:00 AM,10,16,10,5,8,3,4,4,1,2,,3,"151, 244, 267"
2016-12-13 12:00 AM,42,6,11,5,4,7,3,3,1,1,,5,"78, 51, 147, 96, 125"
2016-12-15 12:00 AM,52,1,14,4,5,7,2,4,,,,2,"126,84"
2016-12-17 12:00 AM,63,5,9,7,5,7,,3,2,1,,,
2016-12-19 12:00 AM,33,12,6,8,2,7,,2,,1,,,
2016-12-21 12:00 AM,15,23,8,10,2,7,1,,,2,,,
2016-12-23 12:00 AM,39,14,14,6,4,9,1,1,1,1,,3,"37,23,130"
2016-12-25 12:00 AM,20,4,17,4,6,8,1,1,,,,,
2016-12-27 12:00 AM,,13,15,3,5,11,1,2,1,,,2,"44, 138"
2016-12-29 12:00 AM,,6,13,4,5,9,1,3,1,,,,
2016-12-31 12:00 AM,,2,11,11,5,12,1,1,,2,,,
2017-01-02 12:00 AM,22,,7,6,8,11,2,2,,,,,
2017-01-04 12:00 AM,14,1,7,3,7,12,1,3,1,,,,
2017-01-06 12:00 AM,33,10,1,5,6,11,1,3,3,,,,
2017-01-08 12:00 AM,13,17,6,5,1,13,1,3,1,,,1,113
2017-01-10 12:00 AM,7,9,12,2,4,10,1,4,,1,,,
2017-01-12 12:00 AM,3,4,13,1,4,11,2,3,,1,,,
2017-01-14 12:00 AM,,3,12,2,3,10,1,2,1,2,,,
2017-01-16 12:00 AM,,,11,1,3,8,2,3,,1,,,
2017-01-18 12:00 AM,,,6,1,2,3,2,5,1,,,3,"50,37,124"
2017-01-20 12:00 AM,21,,2,5,2,3,2,3,,2,,4,"145,122,139,97"
2017-01-22 12:00 AM,54,1,3,2,3,3,3,,,3,,2,"40,68"
2017-01-24 12:00 AM,46,4,1,3,5,2,3,1,,,,,
2017-01-26 12:00 AM,15,17,1,1,5,2,2,2,1,,,1,244
2017-01-28 12:00 AM,40,13,10,2,3,4,3,1,,,,2,"28,33"
2017-01-30 12:00 AM,116,6,16,1,1,5,1,,2,1,,3,"33,21,17"
2017-02-01 12:00 AM,72,11,19,1,1,5,1,,,,,,
