Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2016-10-20 12:00 AM,,,,,,,,,,,20,,
2016-10-22 12:00 AM,12,,,,,,,,,,20,,
2016-10-24 12:00 AM,28,6,,,,,,,,,20,,
2016-10-26 12:00 AM,30,16,7,,,,,,,,20,,
2016-10-28 12:00 AM,26,22,20,,,,,,,,20,,
2016-10-30 12:00 AM,42,18,24,8,,,,,,,20,,
2016-11-01 12:00 AM,47,8,30,5,4,,,,,,20,,
2016-11-03 12:00 AM,33,18,16,13,9,1,,,,,20,,
2016-11-05 12:00 AM,34,29,15,16,5,6,,,,,20,,
2016-11-07 12:00 AM,33,20,18,10,8,12,,,,,20,,
2016-11-09 12:00 AM,32,4,25,3,6,20,,1,,,20,,
2016-11-11 12:00 AM,16,14,16,5,3,22,1,2,,,20,,
2016-11-13 12:00 AM,31,11,14,7,8,14,4,5,,,20,,
2016-11-15 12:00 AM,27,16,20,4,7,11,7,8,,1,20,4,"55, 67, 71, 130"
2016-11-17 12:00 AM,22,9,23,,3,10,4,8,4,4,20,5,"66, 71, 89, 74, 35"
2016-11-19 12:00 AM,39,16,19,8,2,10,2,8,2,1,20,2,"62, 108"
2016-11-21 12:00 AM,29,3,23,9,4,9,,3,2,7,20,,
2016-11-23 12:00 AM,12,16,17,8,12,4,2,4,,,20,1,40
2016-11-25 12:00 AM,8,3,14,8,10,5,1,3,1,2,20,1,67
2016-11-27 12:00 AM,10,7,8,3,7,13,1,1,,2,20,,
2016-11-29 12:00 AM,7,10,6,5,3,18,,,1,1,20,,
2016-12-01 12:00 AM,23,4,4,4,5,16,2,2,,,20,,
2016-12-03 12:00 AM,24,4,5,1,7,9,4,4,1,,,1,63
2016-12-05 12:00 AM,1,17,11,1,2,7,4,3,3,2,,3,"55, 48, 30"
2016-12-07 12:00 AM,,5,17,2,1,3,4,3,1,2,,4,"267, 48, 288, 50"
2016-12-09 12:00 AM,,2,12,5,3,4,1,4,2,,,,
2016-12-11 12:00 AM,,,6,7,4,4,1,2,,,,,
2016-12-13 12:00 AM,,,1,7,4,7,,2,1,,,,
2016-12-15 12:00 AM,,,1,5,3,9,,1,2,,,,
2016-12-17 12:00 AM,,,,2,4,10,1,1,,,,,
2016-12-19 12:00 AM,,,,,2,9,2,2,,1,,,
2016-12-21 12:00 AM,,,,,1,7,1,4,1,,,,
2016-12-23 12:00 AM,,,,,,3,2,5,1,1,,3,"31,37,43"
2016-12-25 12:00 AM,,,,,,3,2,3,,1,,5,"33,25,82,12,131"
2016-12-27 12:00 AM,16,,,,,,,2,2,2,,2,"66,75"
2016-12-29 12:00 AM,4,9,,,,,,1,,1,,,
2016-12-31 12:00 AM,22,4,8,,,,,,,1,,,
2017-01-02 12:00 AM,10,5,11,,,,,,,,,,
2017-01-04 12:00 AM,3,12,7,5,1,,,,,,,,
2017-01-06 12:00 AM,,4,10,4,4,,,,,,,,
2017-01-08 12:00 AM,,,10,1,4,4,,,,,,,
2017-01-10 12:00 AM,,,6,3,2,6,,,,,,,
2017-01-12 12:00 AM,,,3,6,6,8,,,,,,,
2017-01-14 12:00 AM,,,3,3,1,6,1,2,,,,,
2017-01-16 12:00 AM,,,1,2,,6,1,2,1,,,2,"36,94"
2017-01-18 12:00 AM,,,,1,1,4,1,1,,1,,1,51
2017-01-20 12:00 AM,,,,,1,2,1,,,1,,,
2017-01-22 12:00 AM,,,,,,2,1,1,,,,1,41
2017-01-24 12:00 AM,20,,,,,2,,2,2,,,,
2017-01-26 12:00 AM,6,8,18,,,2,,,,,,,
2017-01-28 12:00 AM,,6,18,,,1,1,,1,,,,
2017-01-30 12:00 AM,,5,14,1,,,1,,,,,,
2017-02-01 12:00 AM,,,4,7,5,,,,,,,,
2017-02-03 12:00 AM,,,4,1,9,1,,,,,,,
2017-02-05 12:00 AM,,,1,2,3,9,,,,,,,
2017-02-07 12:00 AM,,,,,5,9,,,,,,,
2017-02-09 12:00 AM,,,,,1,12,,1,,,,,
2017-02-11 12:00 AM,,,,,,6,4,3,,,,,
2017-02-13 12:00 AM,,,,,,5,4,5,,,,5,"140,87,126,93,133"
2017-02-15 12:00 AM,,,,,,4,5,5,,,,4,"67,41,35,129"
2017-02-17 12:00 AM,22,,,,,1,6,5,1,1,,3,"45,92,26"
2017-02-19 12:00 AM,123,3,,,,,6,2,,4,,1,53
2017-02-21 12:00 AM,98,27,,,,,3,1,3,1,,1,28
2017-02-23 12:00 AM,27,34,17,,,,1,,2,1,,,
2017-02-25 12:00 AM,5,16,32,,,,,,1,,,,
2017-02-27 12:00 AM,,9,29,2,2,,,,,,,,
2017-03-01 12:00 AM,,,24,9,5,,,,,,,,
2017-03-03 12:00 AM,,,15,11,9,,,,,,,,
2017-03-05 12:00 AM,,,3,11,10,6,,,,,,,
2017-03-07 12:00 AM,,,2,4,10,10,,,,,,,
2017-03-09 12:00 AM,,,,2,8,14,1,,,,,,
2017-03-11 12:00 AM,,,,,2,15,2,1,,,,,
2017-03-13 12:00 AM,,,,,,8,7,2,,,,,
2017-03-15 12:00 AM,,,,,,5,8,2,,,,7,"60,48,72,25,97,33,41"
2017-03-17 12:00 AM,,,,,,3,8,2,1,1,,2,"27,18"
2017-03-19 12:00 AM,,,,,,,3,,6,3,,,
2017-03-21 12:00 AM,72,,,,,,1,,2,,,,
2017-03-23 12:00 AM,17,29,1,,,,,,1,,,,
2017-03-25 12:00 AM,,7,27,,,,,,,,,,
2017-03-27 12:00 AM,,,25,,,,,,,,,,
2017-03-29 12:00 AM,,,20,6,,,,,,,,,
2017-03-31 12:00 AM,,,5,13,5,,,,,,,,
2017-04-02 12:00 AM,,,4,9,7,3,,,,,,,
2017-04-04 12:00 AM,,,,3,8,9,,,,,,,
2017-04-06 12:00 AM,,,,2,3,13,,,,,,,
2017-04-08 12:00 AM,,,,,2,12,1,,,,,,
2017-04-10 12:00 AM,,,,,,10,2,,,,,1,156
2017-04-12 12:00 AM,,,,,,6,4,1,1,,,1,107
2017-04-14 12:00 AM,,,,,,,4,2,1,1,,3,"92,107,75"
2017-04-16 12:00 AM,78,,,,,2,1,2,1,,,3,"29,33,21"
2017-04-18 12:00 AM,81,24,,,,,,1,1,,,,
2017-04-20 12:00 AM,63,26,33,,,,,,,,,,
2017-04-22 12:00 AM,22,27,30,,,,,,,1,,,
2017-04-24 12:00 AM,,23,35,7,,,,,,,,,
2017-04-26 12:00 AM,,14,18,13,7,,,,,,,,
2017-04-28 12:00 AM,,,19,15,5,3,,,,,,,
2017-04-30 12:00 AM,,,11,10,11,6,,,,,,,
2017-05-02 12:00 AM,,,5,9,5,14,,,,,,,
2017-05-04 12:00 AM,,,,5,4,15,,,,,,,
2017-05-06 12:00 AM,,,,,5,17,,4,,,,,
2017-05-08 12:00 AM,,,,,3,13,3,5,1,,,,
2017-05-10 12:00 AM,,,,,,6,6,4,2,3,,5,"34,127,109,55,48"
