Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2016-10-20 12:00 AM,,,,,,,,,,,20,,
2016-10-22 12:00 AM,17,,,,,,,,,,20,,
2016-10-24 12:00 AM,39,,,,,,,,,,20,,
2016-10-26 12:00 AM,52,,,,,,,,,,20,,
2016-10-28 12:00 AM,68,,,,,,,,,,20,,
2016-10-30 12:00 AM,78,9,,,,,,,,,20,,
2016-11-01 12:00 AM,63,11,4,,,,,,,,20,,
2016-11-03 12:00 AM,53,11,9,,,,,,,,20,,
2016-11-05 12:00 AM,61,5,12,,,,,,,,20,,
2016-11-07 12:00 AM,51,10,11,,,,,,,,20,,
2016-11-09 12:00 AM,43,10,13,,,,,,,,20,,
2016-11-11 12:00 AM,43,15,13,,,,,,,,20,,
2016-11-13 12:00 AM,31,9,17,,,,,,,,20,,
2016-11-15 12:00 AM,49,6,15,2,,,,,,,20,,
2016-11-17 12:00 AM,47,8,13,2,,,,,,,20,,
2016-11-19 12:00 AM,43,10,13,3,,,,,,,20,,
2016-11-21 12:00 AM,29,10,16,3,,,,,,,20,,
2016-11-23 12:00 AM,27,13,15,5,,,,,,,20,,
2016-11-25 12:00 AM,24,13,12,5,1,,,,,,20,,
2016-11-27 12:00 AM,13,10,11,3,1,,,,,,20,,
2016-11-29 12:00 AM,23,6,12,3,2,,,,,,20,,
2016-12-01 12:00 AM,20,5,13,3,3,,,,,,20,,
2016-12-03 12:00 AM,24,4,8,4,4,,,,,,,,
2016-12-05 12:00 AM,16,3,10,3,5,,,,,,,,
2016-12-07 12:00 AM,6,2,10,4,3,2,,,,,,,
2016-12-09 12:00 AM,2,7,9,3,5,3,,,,,,,
2016-12-11 12:00 AM,,8,6,4,4,3,,,,,,,
2016-12-13 12:00 AM,,5,6,3,4,3,,,,,,,
2016-12-15 12:00 AM,,4,7,4,2,4,,,,,,,
2016-12-17 12:00 AM,,,12,1,1,7,,,,,,,
2016-12-19 12:00 AM,,,10,1,2,7,,,,,,,
2016-12-21 12:00 AM,,,10,2,,5,,,,,,,
2016-12-23 12:00 AM,,,6,5,1,5,,,,,,,
2016-12-25 12:00 AM,,,6,3,1,3,,1,,,,,
2016-12-27 12:00 AM,,,2,5,1,4,,1,,,,,
2016-12-29 12:00 AM,,,,4,3,3,,1,,,,,
2016-12-31 12:00 AM,,,,2,3,1,1,1,,,,,
2017-01-02 12:00 AM,,,,2,3,,2,1,,,,,
2017-01-04 12:00 AM,,,,2,3,,2,,,1,,,
2017-01-06 12:00 AM,,,,2,3,,2,1,,,,,
2017-01-08 12:00 AM,,,,1,1,3,1,1,1,,,,
2017-01-10 12:00 AM,,,,1,1,3,1,1,,,,,
2017-01-12 12:00 AM,,,,,2,3,,,1,1,,,
2017-01-14 12:00 AM,,,,,2,3,,,,,,,
2017-01-16 12:00 AM,,,,,2,3,,,,,,,
2017-01-18 12:00 AM,,,,,2,3,,,,,,,
2017-01-20 12:00 AM,,,,,1,4,,,,,,,
2017-01-22 12:00 AM,,,,,1,3,1,,,,,,
2017-01-24 12:00 AM,,,,,,3,2,,,,,,
2017-01-26 12:00 AM,,,,,,3,2,1,,,,,
2017-01-28 12:00 AM,,,,,,3,2,1,,,,,
2017-01-30 12:00 AM,,,,,,3,2,1,,,,2,"43,88"
2017-02-01 12:00 AM,,,,,,2,2,,,1,,,
2017-02-03 12:00 AM,,,,,,2,2,,,,,,
2017-02-05 12:00 AM,,,,,,1,2,,1,,,,
2017-02-07 12:00 AM,,,,,,1,2,,,,,,
2017-02-09 12:00 AM,,,,,,1,2,,,,,,
2017-02-11 12:00 AM,,,,,,,2,1,,,,,
2017-02-13 12:00 AM,10,,,,,,1,1,1,,,,
2017-02-15 12:00 AM,34,,,,,,1,1,,,,,
2017-02-17 12:00 AM,29,,,,,,1,1,,,,,
2017-02-19 12:00 AM,19,,,,,,1,1,,,,,
2017-02-21 12:00 AM,15,2,,,,,,1,1,,,,
2017-02-23 12:00 AM,16,5,,,,,,,,1,,,
2017-02-25 12:00 AM,4,13,,,,,,,,,,,
2017-02-27 12:00 AM,,9,,,,,,,,,,,
2017-03-01 12:00 AM,,8,,,,,,,,,,,
2017-03-03 12:00 AM,,5,2,,,,,,,,,,
2017-03-05 12:00 AM,,,6,,,,,,,,,,
2017-03-07 12:00 AM,,,6,,,,,,,,,,
2017-03-09 12:00 AM,,,6,,,,,,,,,,
2017-03-11 12:00 AM,,,6,,,,,,,,,,
2017-03-13 12:00 AM,,,5,1,,,,,,,,,
2017-03-15 12:00 AM,,,5,1,,,,,,,,,
2017-03-17 12:00 AM,,,5,1,,,,,,,,,
2017-03-19 12:00 AM,,,4,1,,,,,,,,,
2017-03-21 12:00 AM,,,2,3,,,,,,,,,
2017-03-23 12:00 AM,,,2,3,,,,,,,,,
2017-03-25 12:00 AM,,,1,2,1,,,,,,,,
2017-03-27 12:00 AM,,,1,2,2,,,,,,,,
2017-03-29 12:00 AM,,,,1,3,,,,,,,,
2017-03-31 12:00 AM,,,,1,4,,,,,,,,
2017-04-02 12:00 AM,,,,2,1,,,,,,,,
2017-04-04 12:00 AM,,,,1,,1,,,,,,,
2017-04-06 12:00 AM,,,,1,,1,,,,,,,
2017-04-08 12:00 AM,,,,,1,1,,,,,,,
2017-04-10 12:00 AM,,,,,1,1,,,,,,,
2017-04-12 12:00 AM,,,,,1,1,,,,,,,
2017-04-14 12:00 AM,,,,,1,1,,,,,,,
2017-04-16 12:00 AM,,,,,,2,,,,,,,
2017-04-18 12:00 AM,,,,,,2,,,,,,,
2017-04-20 12:00 AM,,,,,,2,,,,,,,
2017-04-22 12:00 AM,,,,,,2,,,,,,,
2017-04-24 12:00 AM,,,,,,1,,1,,,,,
2017-04-26 12:00 AM,,,,,,1,,1,,,,,
2017-04-28 12:00 AM,,,,,,1,,1,,,,,
2017-04-30 12:00 AM,,,,,,1,,1,,,,,
2017-05-02 12:00 AM,,,,,,1,,1,,,,,
2017-05-04 12:00 AM,,,,,,,1,1,,,,,
2017-05-06 12:00 AM,,,,,,,1,1,,,,,
2017-05-08 12:00 AM,,,,,,,1,,,1,,,
2017-05-10 12:00 AM,,,,,,,,,1,,,,
