Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2016-10-20 12:00 AM,,,,,,,,,,,20,,
2016-10-22 12:00 AM,18,,,,,,,,,,20,,
2016-10-24 12:00 AM,35,4,,,,,,,,,20,,
2016-10-26 12:00 AM,32,9,5,,,,,,,,20,,
2016-10-28 12:00 AM,57,12,9,,,,,,,,20,,
2016-10-30 12:00 AM,41,22,21,2,,,,,,,20,,
2016-11-01 12:00 AM,52,6,30,3,,,,,,,20,,
2016-11-03 12:00 AM,53,19,19,3,1,,,,,,20,,
2016-11-05 12:00 AM,44,29,18,6,3,,,,,,20,,
2016-11-07 12:00 AM,41,12,22,8,7,,,,,,20,,
2016-11-09 12:00 AM,39,4,22,1,11,,,,,,20,,
2016-11-11 12:00 AM,15,10,13,4,5,3,,,,,20,,
2016-11-13 12:00 AM,14,11,9,6,4,5,,,,,20,,
2016-11-15 12:00 AM,28,7,11,4,7,6,,,,,20,,
2016-11-17 12:00 AM,26,3,11,4,6,5,,,,,20,,
2016-11-19 12:00 AM,16,11,7,9,1,4,,,,,20,,
2016-11-21 12:00 AM,12,14,9,5,1,3,,,,,20,,
2016-11-23 12:00 AM,6,8,8,6,1,2,,,,,20,,
2016-11-25 12:00 AM,16,1,8,3,2,2,,,,,20,,
2016-11-27 12:00 AM,7,5,3,4,2,2,,,,,20,,
2016-11-29 12:00 AM,9,9,2,2,3,,,,,,20,,
2016-12-01 12:00 AM,11,10,2,4,,1,,,,,20,,
2016-12-03 12:00 AM,5,7,3,3,2,1,,,,,,,
2016-12-05 12:00 AM,,8,6,1,1,1,,,,,,,
2016-12-07 12:00 AM,,6,6,1,1,,,,,,,,
2016-12-09 12:00 AM,,1,4,2,,,,,,,,,
2016-12-11 12:00 AM,,,3,1,2,,,,,,,,
2016-12-13 12:00 AM,,,2,1,2,,,,,,,,
2016-12-15 12:00 AM,,,,2,2,,,,,,,,
2016-12-17 12:00 AM,,,,1,2,,,,,,,,
2016-12-19 12:00 AM,,,,,3,,,,,,,,
2016-12-21 12:00 AM,,,,,1,,,,,,,,
2016-12-23 12:00 AM,,,,,,,,,,,,,
